step,success,environment_reward,dataset_reward,dataset_done,state_max_error,state_mae,state_rmse,eef_nut_distance,nut_x,nut_y,nut_z,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper
11,0,0.0028195369169135677,0.0,0,0.010273545446463153,0.0014715595696984298,0.003267600106548046,0.22534368946012837,-0.11118778245256615,0.17443972551352976,0.8299493173882218,-0.002,0.357,-0.243,0.013544748537242413,0.040544286370277405,0.14203102886676788,-1.0
12,0,0.0031706002193471862,0.0,0,0.009227952099052993,0.0013326474270971144,0.002954233981494921,0.21860243998469833,-0.11118777908110566,0.17443972915388323,0.8299641359000858,-0.044000000000000004,0.374,-0.453,0.029010005295276642,0.039307933300733566,0.1551916003227234,-1.0
13,0,0.0036873101335271777,0.0,0,0.008154250637249727,0.0012774246260405127,0.0028263005278442044,0.21014616369102154,-0.11118777740694742,0.17443973096156495,0.8299715425020737,-0.052,0.41900000000000004,-0.5539999999999999,0.04665867239236832,0.04312658682465553,0.1690979301929474,-1.0
14,0,0.0043414763235867905,0.0,0,0.008472307165471843,0.0011980250258453668,0.002675944463920232,0.20109584267479866,-0.11118777657544242,0.17443973185938716,0.8299752448681255,-0.21,0.414,-0.453,0.06078873574733734,0.04462576285004616,0.17488721013069153,-1.0
15,0,0.005066689633637412,0.0,0,0.008786868656335278,0.001120271186802058,0.0025166233886518906,0.19276879265975078,-0.1111877761624186,0.17443973230535198,0.8299770956771704,-0.309,0.328,-0.43499999999999994,0.057182956486940384,0.03538031503558159,0.18374484777450562,-1.0
16,0,0.005817515127588369,0.0,0,0.00906864300441804,0.0010672393072253593,0.0024269718005311743,0.18543244567883693,-0.11118777595725267,0.17443973252688114,0.8299780209175107,-0.253,0.28800000000000003,-0.369,0.05753865838050842,0.027889305725693703,0.19215825200080872,-1.0
17,0,0.006590588252425822,0.0,0,0.009319589628170172,0.0010294926133237359,0.002374302557926334,0.17879015669924547,-0.11118777585533608,0.17443973263692614,0.8299784834612224,-0.198,0.32299999999999995,-0.301,0.052502065896987915,0.03453785181045532,0.20818229019641876,-1.0
18,0,0.0073559853329533305,0.0,0,0.00954456745274716,0.0009929291013678631,0.0023441797601818563,0.17316910218608897,-0.11118777580470826,0.17443973269159177,0.829978714696249,-0.28300000000000003,0.21,-0.234,0.03621900454163551,0.04173940420150757,0.22110439836978912,-1.0
19,0,0.008172007797305415,0.0,0,0.009744921906115218,0.0009687993792153928,0.0023294149205544353,0.16813052876749643,-0.11118777577955845,0.17443973271874735,0.8299788302956973,-0.305,0.254,-0.28600000000000003,0.019102605059742928,0.045420847833156586,0.22364410758018494,-1.0
20,0,0.009192724228997784,0.0,0,0.009919086483759006,0.0009349446695236682,0.0023139627400243445,0.16277416106223563,-0.11118777576706505,0.17443973273223717,0.8299788880864767,-0.377,0.169,-0.44400000000000006,0.0075861746445298195,0.03774389624595642,0.2273181825876236,-1.0
21,0,0.010561057741926339,0.0,0,0.010054776416786558,0.0008902741846222281,0.0022900014034305154,0.1563897141632731,-0.11118777576085884,0.1744397327389383,0.8299789169774155,-0.373,0.262,-0.492,0.01726527139544487,0.03773386776447296,0.2278357595205307,-1.0
22,0,0.012155873221455338,0.0,0,0.01013932653623642,0.0008732512510012641,0.0022955115923875722,0.14991885339482164,-0.11118777575777582,0.17443973274226718,0.8299789314206653,-0.325,0.108,-0.488,0.017250852659344673,0.035002924501895905,0.22959460318088531,-1.0
23,0,0.013903183477524962,0.0,0,0.010193177132876749,0.0008764479078056193,0.0023005511777715163,0.1439234126268,-0.1111877757562443,0.17443973274392077,0.8299789386411814,-0.306,0.135,-0.47600000000000003,0.007955066859722137,0.031485382467508316,0.25478917360305786,-1.0
24,0,0.016113850772414808,0.0,0,0.010220619758037425,0.0008819419562185349,0.002304050709092289,0.13722840608886966,-0.11118777575548354,0.17443973274474223,0.8299789422508861,-0.367,0.253,-0.573,0.01770716719329357,0.020272033289074898,0.2554234564304352,-1.0
25,0,0.01874616293513186,0.0,0,0.010231281029854968,0.0008810938109985721,0.0023021308945923775,0.13008946750334857,-0.11118777575510563,0.17443973274515032,0.8299789440554616,-0.33899999999999997,0.329,-0.506,0.013756517320871353,0.007121467497199774,0.23948785662651062,-1.0
26,0,0.02176242522714992,0.0,0,0.01022671366846856,0.0008927963814207868,0.0023002279260176998,0.12302824283610628,-0.11118777575491791,0.174439732745353,0.8299789449576109,-0.374,0.32,-0.5369999999999999,0.012409047223627567,-0.005298735108226538,0.21887540817260742,-1.0
27,0,0.025280905197248116,0.0,0,0.010206695825300316,0.0008922991828641969,0.002280755692344727,0.11595379985743709,-0.11118777575482464,0.17443973274545369,0.8299789454086162,-0.404,0.35300000000000004,-0.49699999999999994,0.016757216304540634,-0.006335758138448,0.19996054470539093,-1.0
28,0,0.029094315332568656,0.0,0,0.010173326042585768,0.0008753246255749498,0.002248579802438269,0.10941009039615414,-0.1111877757547783,0.1744397327455037,0.8299789456340845,-0.375,0.269,-0.43299999999999994,0.023064445704221725,-0.0038127554580569267,0.18979154527187347,-1.0
29,0,0.033268265949153386,0.0,0,0.010125321647315739,0.0008615266045706629,0.0022219078464624283,0.10317281550138656,-0.11118777575475527,0.17443973274552854,0.8299789457468013,-0.381,0.361,-0.41900000000000004,0.02729356475174427,-0.007247238419950008,0.16766773164272308,-1.0
30,0,0.03801506760069481,0.0,0,0.010057888015741031,0.0008749830112993568,0.0022306158004670286,0.09704209674543286,-0.11118777575474385,0.17443973274554084,0.829978945803151,-0.35500000000000004,0.28500000000000003,-0.52,0.027562478557229042,-0.01383349858224392,0.1488434076309204,-1.0
31,0,0.04277162920866784,0.0,0,0.009971106050957544,0.0008490098911409074,0.002200065830909113,0.09160907173251663,-0.11118777575473819,0.17443973274554697,0.8299789458313216,-0.255,0.272,-0.37,0.027764886617660522,-0.018730826675891876,0.1328502893447876,-1.0
32,0,0.04779474240188578,0.0,0,0.009865780395410556,0.0008661693534313328,0.0021995567016580295,0.08665016440963243,-0.11118777575473536,0.17443973274555002,0.8299789458454045,-0.296,0.271,-0.459,0.028427861630916595,-0.019874820485711098,0.11806505918502808,-1.0
33,0,0.05250560533344317,0.0,0,0.009746937094342052,0.0008358898217203483,0.0021588760477631113,0.08257289161018957,-0.11118777575473396,0.1744397327455516,0.829978945852445,-0.22599999999999998,0.219,-0.28700000000000003,0.027663454413414,-0.0225432850420475,0.1028256043791771,-1.0
34,0,0.057330018184701875,0.0,0,0.009615881628803079,0.0008584661892225206,0.0021567075378819698,0.07896767768618179,-0.11118777575473325,0.1744397327455523,0.8299789458559649,-0.293,0.294,-0.385,0.027226129546761513,-0.020922088995575905,0.09126449376344681,-1.0
35,0,0.06198063252805622,0.0,0,0.009474086092005701,0.0008719496880499278,0.002137145111816633,0.07594614550591904,-0.1111877757547329,0.1744397327455527,0.8299789458577245,-0.262,0.259,-0.27,0.02550770714879036,-0.014470077119767666,0.08463563024997711,-1.0
36,0,0.06619517510845656,0.0,0,0.00932646168120279,0.0008973435447247949,0.0021378756306206274,0.07377717286939814,-0.11118777575473274,0.1744397327455527,0.829978945858604,-0.311,0.252,-0.28800000000000003,0.02693122997879982,-0.007980172522366047,0.08007478713989258,-1.0
37,0,0.06894908174753793,0.0,0,0.009181619991994142,0.0008907981835877843,0.0021225717169196896,0.07291945829971995,-0.11118777575473274,0.1744397327455527,0.8299789458590436,-0.292,0.188,-0.105,0.023065615445375443,-0.0022878004238009453,0.07816499471664429,-1.0
38,0,0.07052160996429048,0.0,0,0.00904112332195315,0.0009025527181585869,0.002140186221820067,0.07319820665710838,-0.11118777575473274,0.1744397327455527,0.8299789458592636,-0.369,0.19,-0.22200000000000003,0.014558759517967701,-0.006735575385391712,0.07205496728420258,-1.0
39,0,0.07170178118898596,0.0,0,0.008898029906245976,0.0009171529064883887,0.002168073070383849,0.0738489341920089,-0.11118777575473274,0.1744397327455527,0.8299789458593736,-0.313,0.13899999999999998,-0.27,0.00787588581442833,-0.012550837360322475,0.06477609276771545,-1.0
40,0,0.07276920917808054,0.0,0,0.008746749583923116,0.0009290736570949087,0.002192262735871866,0.07436528791485691,-0.11118777575473274,0.1744397327455527,0.8299789458594284,-0.27999999999999997,0.172,-0.316,0.00455082580447197,-0.018682673573493958,0.05628953129053116,-1.0
41,0,0.07385259867275855,0.0,0,0.008587109934476977,0.0009343749984357025,0.0022114509234521795,0.07455103124617571,-0.11118777575473274,0.1744397327455527,0.8299789458594559,-0.165,0.11800000000000001,-0.321,0.003608877770602703,-0.02474096231162548,0.04791087657213211,-1.0
42,0,0.07523310865082844,0.0,0,0.00841686687073756,0.0009575854296656925,0.0022430654446395954,0.07430062142489262,-0.11118777575473274,0.1744397327455527,0.8299789458594696,-0.11,0.127,-0.414,-0.00012856385728809983,-0.03265027329325676,0.039559900760650635,-1.0
43,0,0.0768773055794396,0.0,0,0.008231813512947786,0.0009916921568556352,0.0022951716763776222,0.07381767270757134,-0.11118777575473274,0.1744397327455527,0.8299789458594764,-0.054,0.031,-0.5640000000000001,-0.0026827258989214897,-0.041879672557115555,0.0392354317009449,-1.0
44,0,0.0787387781548446,0.0,0,0.02449062813860023,0.0025896423085497913,0.006039472906559408,0.07349636964445629,-0.11118777575473274,0.1744397327455527,0.8299789458594797,0.08499999999999999,0.018000000000000002,-0.5700000000000001,-0.002515112981200218,-0.052833713591098785,0.040163684636354446,-1.0
45,0,0.07979025611197256,0.0,0,0.01382437178916579,0.0013141424883046724,0.003017613987596677,0.07350566099614757,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.094,0.096,-0.58,0.000696866714861244,-0.057634517550468445,0.04680963605642319,-1.0
46,0,0.0801652600086541,0.0,0,0.00979134774523499,0.0011534006658685445,0.0025373785929664406,0.07363933863023626,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.084,0.135,-0.539,0.003198724240064621,-0.05661708116531372,0.05416136234998703,-1.0
47,0,0.0802023758485707,0.0,0,0.00812891011698949,0.0011010120756148871,0.0024017860924851735,0.07376423152378178,-0.11118777575473274,0.1744397327455527,0.8299789458594815,-0.031,0.28400000000000003,-0.508,0.0036496033426374197,-0.05451831966638565,0.055435243993997574,-1.0
48,0,0.08016134730651821,0.0,0,0.009100189231171046,0.0010861565645052503,0.0024041525481373516,0.0738261093202379,-0.11118777575473274,0.1744397327455527,0.8299789458594815,-0.039,0.262,-0.45399999999999996,0.004773618653416634,-0.052549876272678375,0.04945647343993187,-1.0
49,0,0.08008897065647001,0.0,0,0.010382585801239639,0.001203671706358991,0.0025833700847368193,0.07387619622352866,-0.11118777575473274,0.1744397327455527,0.8299789458594815,-0.055,0.27999999999999997,-0.349,-0.002448474057018757,-0.047043249011039734,0.04699631780385971,1.0
50,0,0.0800475636034431,0.0,0,0.015734857514217257,0.0014696935134919536,0.003323613922452113,0.07395282811888093,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.066,0.196,-0.307,-0.004287818446755409,-0.048562321811914444,0.04441281408071518,1.0
51,0,0.08000431016511834,0.0,0,0.022471788293267278,0.0016443346881833067,0.004167906687360279,0.07401224781464463,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.002,0.183,-0.256,0.005205672699958086,-0.03642304986715317,0.04100586473941803,1.0
52,0,0.07994046320865082,0.0,0,0.026235518062798377,0.0017751317795435917,0.004716227960220841,0.07406986918913794,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.054,0.152,-0.093,0.001549826469272375,-0.034457072615623474,0.033495254814624786,1.0
53,0,0.07986258101811822,0.0,0,0.02826712155761879,0.00224660330781726,0.005319740030151129,0.07410117821359179,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.005,0.233,-0.048,0.005445505958050489,-0.031999099999666214,0.024705953896045685,1.0
54,0,0.0802967707682341,0.0,0,0.0452568934430809,0.002946405347188073,0.008486211059929201,0.07360402018195022,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.09,0.22899999999999998,0.074,0.003489108756184578,-0.026679545640945435,0.01543672475963831,1.0
55,0,0.08162921796715512,0.0,0,0.6891102045347528,0.025393985257112592,0.10544928375192131,0.0718354898048629,-0.11118777575473274,0.1744397327455527,0.8299789458594815,0.136,0.293,0.258,-0.00938537996262312,-0.02717721089720726,0.0027593967970460653,1.0
56,0,0.3525018711458179,0.0,0,0.4247604103950279,0.015375195893902236,0.06521224459534446,0.07265817278367392,-0.11114605549229709,0.17934958788954902,0.8304185958471256,0.213,0.317,0.11299999999999999,-0.011563176289200783,-0.021122852340340614,-0.01169069018214941,1.0
57,0,0.352636584252985,0.0,0,0.025612792838942744,0.0028724920155695703,0.005630234099450826,0.0727122069557666,-0.10844922426704331,0.18264323491767187,0.8322181678987065,0.35500000000000004,0.372,0.187,-0.0074256532825529575,-0.01631753332912922,-0.0253765732049942,1.0
58,0,0.35284917036133673,0.0,0,0.0411250291546478,0.0033838297631316114,0.007487936794064239,0.07274337297187201,-0.10444128768646434,0.18638436937902628,0.8348826364192504,0.45999999999999996,0.357,0.27399999999999997,-0.0004174333589617163,-0.013914079405367374,-0.046584486961364746,1.0
59,0,0.35324469155777327,0.0,0,0.05926118771585012,0.003939582413166057,0.009983218781732325,0.0727708766175138,-0.09929911801275904,0.19072359795313296,0.8394355784269081,0.5519999999999999,0.44400000000000006,0.5,0.016470972448587418,-0.013047398999333382,-0.08780261129140854,1.0
60,0,0.3540804279230667,0.0,0,0.0704641500051083,0.004379387695061493,0.011722438506227307,0.07281049317850943,-0.09334801988232971,0.19479114938722408,0.8476386606574523,0.699,0.303,0.915,0.02433660998940468,0.0012653485173359513,-0.11915865540504456,1.0
61,0,0.3555044785863013,0.0,0,0.04057640631725562,0.0034820716724307506,0.007760586032660753,0.07286614561133492,-0.08657984100011981,0.19693605510056272,0.8584391897233297,0.8460000000000001,0.11800000000000001,1.0,0.0026310873217880726,0.025362981483340263,-0.13968618214130402,1.0
62,0,0.3575460887406083,0.0,0,0.0429337496930538,0.003532856450692993,0.008111614721594555,0.07292911585544175,-0.07848260602249335,0.1973561275010258,0.8697112102632207,1.0,0.01,1.0,-0.01091079693287611,0.05752772092819214,-0.165148064494133,1.0
63,0,0.3602812564946016,0.0,0,0.05010593966394261,0.0038213560909501646,0.009065226523049684,0.07299757082438582,-0.06974664088269443,0.1973222337207783,0.8807290496992003,1.0,-0.025,1.0,-0.006733410060405731,0.0987125113606453,-0.18669527769088745,1.0
64,0,0.36395249514585787,0.0,0,0.055208345315706286,0.004011094385585531,0.009846028004500587,0.07307453929346015,-0.060793427024056414,0.19698843099524616,0.8916327778621848,1.0,-0.167,1.0,0.010182466357946396,0.12026023119688034,-0.20706823468208313,1.0
65,0,0.36896731104991765,0.0,0,0.0412825596220473,0.0038961340246053866,0.008309403757499683,0.07315831063818617,-0.051283554405925885,0.19619003069900656,0.9026807774399986,1.0,-0.134,1.0,0.005701383575797081,0.12404272705316544,-0.2170020341873169,1.0
66,0,0.37578247644424445,0.0,0,0.05094411843412083,0.004439165990400573,0.009665316187716131,0.07325031662254525,-0.04105305954353983,0.19331399166340568,0.9138683720773079,1.0,-0.44200000000000006,1.0,-0.0015827552415430546,0.1259707361459732,-0.22064320743083954,1.0
67,0,0.3850706652423186,0.0,0,0.051255644042759285,0.0046730517670467275,0.009941549183811306,0.07334779138902746,-0.030263267844289603,0.18970553526237935,0.9253493721237139,1.0,-0.27699999999999997,1.0,0.008349478244781494,0.12329643219709396,-0.24214200675487518,1.0
68,0,0.3970706062209306,0.0,0,0.033119506605776006,0.004267360409009866,0.008344324808163509,0.0734473723238583,-0.018661457007627218,0.18514710203693613,0.9367216252401296,1.0,-0.364,0.935,0.004437961615622044,0.11868581175804138,-0.2675279378890991,1.0
69,0,0.41119684468277085,0.0,0,0.0330832584347146,0.0041861954065864375,0.008463751749874715,0.0735493558850984,-0.005968985987978223,0.1789054598605567,0.9472932178616865,1.0,-0.369,0.782,-0.0019523299997672439,0.09467864781618118,-0.2817089855670929,1.0
70,0,0.4253638069204565,0.0,0,0.02509051453965863,0.0037269645324020965,0.007529608969855049,0.07364771069266947,0.007765856045726976,0.17138174943115464,0.9560323777079822,1.0,-0.44799999999999995,0.5329999999999999,0.008772009052336216,0.068565733730793,-0.2881729006767273,1.0
71,0,0.4378196552295233,0.0,0,0.024475078923721943,0.0031787558384349544,0.006777563430189835,0.07373955736874999,0.022176841303990728,0.1630690201638813,0.9625398881484376,1.0,-0.365,0.373,0.0003996302548330277,0.05759638175368309,-0.3013341724872589,1.0
72,0,0.4477900226405249,0.0,0,0.023996482811214886,0.003019357334319122,0.0064847240154543555,0.07382735173805724,0.03695235141750523,0.15419662744798698,0.9669279030810737,1.0,-0.381,0.201,-0.008519558236002922,0.03929434344172478,-0.2975703775882721,1.0
73,0,0.45431813773877,0.0,0,0.023474842104916196,0.002876123376918015,0.006219135668189938,0.07391155036950858,0.05188252660916643,0.14494798696737118,0.9689642038977253,1.0,-0.43099999999999994,-0.006999999999999999,-0.010593804530799389,0.020103516057133675,-0.2834586501121521,1.0
74,0,0.4588831003079153,0.0,0,0.022146614817230452,0.0026248019311296586,0.00568341806826822,0.07399142963154375,0.06675987216701737,0.13576890949333104,0.9693913396193139,1.0,-0.438,-0.045,-0.01287550013512373,0.003100953297689557,-0.26049184799194336,1.0
75,0,0.4639443680915463,0.0,0,0.021089448861034622,0.002590477695843081,0.005522364627093704,0.07406905244469426,0.0812651950065364,0.12602812532869784,0.9694190901266257,1.0,-0.618,-0.006999999999999999,-0.018747566267848015,0.0004304545873310417,-0.22870777547359467,1.0
76,0,0.47004324068190667,0.0,0,0.01904802760520589,0.0024920482866350887,0.0052475017732010465,0.07414358215494737,0.09535081793214838,0.11620819496839091,0.9693095980658909,1.0,-0.579,-0.041,-0.018241383135318756,-0.0059134443290531635,-0.19898544251918793,1.0
77,0,0.477540569472414,0.0,0,0.018978629693643986,0.0024516679616504505,0.005057507781357176,0.0742144836710454,0.10907129497131027,0.10649741112623601,0.9691654501876729,1.0,-0.622,0.001,-0.021439986303448677,-0.0058279698714613914,-0.17524927854537964,1.0
78,0,0.4852656907077759,0.0,0,0.018874655362657956,0.002355642490130849,0.004730083750718663,0.07428166198470862,0.12250839344140244,0.09757071862977797,0.9684662087553626,1.0,-0.496,-0.122,-0.013543341308832169,-0.009261992760002613,-0.15938188135623932,1.0
79,0,0.4949880384991275,0.0,0,0.018760072927881406,0.0023038979507498856,0.004584346533695658,0.07434400023865835,0.13560059505064917,0.08982938555967868,0.9680451966875729,1.0,-0.438,0.075,-0.005124852992594242,0.0005063600838184357,-0.1438007652759552,1.0
80,0,0.506173863437621,0.0,0,0.018626590710296334,0.0022432191294851768,0.004442807563936191,0.0744006015846222,0.14803126228285404,0.08370639621280944,0.9680430113934227,0.9339999999999999,-0.23900000000000002,0.004,-0.0016261854907497764,0.007630346808582544,-0.13120484352111816,1.0
81,0,0.5173592328116349,0.0,0,0.0184737189919357,0.0022160321658429715,0.0043687894256612065,0.07445379666399059,0.15990678976199174,0.07892750306162954,0.9676895774113917,0.8909999999999999,-0.17600000000000002,-0.023,-0.0024792610201984644,0.0032372442074120045,-0.12248518317937851,1.0
82,0,0.5275721961687995,0.0,0,0.018304722999509436,0.0021876077659778352,0.004282524839388671,0.07450438519365714,0.1711004567221038,0.07579094698922484,0.9666208819141471,0.796,0.017,-0.131,0.002045945031568408,-0.0014099912950769067,-0.11827851831912994,1.0
83,0,0.5375014201092787,0.0,0,0.018121892307972915,0.002168958298281162,0.0042065288014648435,0.07455044166502489,0.18111988607469579,0.0741974538345365,0.9654835387494993,0.644,0.045,-0.052,0.013375388458371162,-0.005826103501021862,-0.10924158990383148,1.0
84,0,0.5489950310610108,0.0,0,0.01793049662050978,0.0021088161570627954,0.004093385570879575,0.07459319993236224,0.19072999968576798,0.0738773601058688,0.9648521208246609,0.699,0.13899999999999998,-0.08099999999999999,0.020399808883666992,-0.013967836275696754,-0.09653002768754959,1.0
85,0,0.5602559486648973,0.0,0,0.01771718521770808,0.0021158529169541685,0.00409730579689413,0.07463120077348846,0.198743040779903,0.0745863416460193,0.9647658334846548,0.384,0.17500000000000002,0.043,0.022263336926698685,-0.012392762117087841,-0.0841466560959816,1.0
86,0,0.5737363853675439,0.0,0,0.017491851716262535,0.0020038410323996356,0.003989287282765895,0.07466340205772169,0.20549872500073044,0.07720153065609021,0.9655398549211232,0.406,0.42100000000000004,0.01,0.031704191118478775,-0.00811681803315878,-0.07866717129945755,1.0
87,0,0.5892838123654995,0.0,0,0.01724199702151817,0.002085806807130479,0.004162269202970847,0.07469365519691792,0.21053241022724004,0.08227784803969926,0.9668091932704855,0.11199999999999999,0.634,0.10300000000000001,0.036914218217134476,-0.010835206136107445,-0.08371612429618835,1.0
88,0,0.6068690911093716,0.0,0,0.016928569718750962,0.00202615154611176,0.004112755494291362,0.07472180984274056,0.214590948183246,0.08819838945024214,0.9691105079089617,0.183,0.567,0.135,0.032255128026008606,-0.007893332280218601,-0.08750031143426895,1.0
89,0,0.6239308987659217,0.0,0,0.016618604450635014,0.0020292599770537836,0.004108899452757245,0.07474742866923452,0.21790009570104854,0.09419808242112702,0.971882505296427,0.07100000000000001,0.571,0.18,0.030214399099349976,-0.009007376618683338,-0.08863349258899689,1.0
90,0,0.6358914636487234,0.0,0,0.016309906788244982,0.002005451727021775,0.004062927762967788,0.07476913446193703,0.22061673290451014,0.09989899025688193,0.974020895248358,0.096,0.46499999999999997,0.011000000000000001,0.03040553815662861,-0.007223469205200672,-0.08581817895174026,1.0
91,0,0.6346816567824248,0.0,0,0.015987395486198593,0.0020423689506326305,0.0041485724702476036,0.07478495426618613,0.22188322615522993,0.10477391263394903,0.9737359187908118,-0.151,0.382,-0.217,0.01897052302956581,-0.006577952764928341,-0.07810678333044052,1.0
92,0,0.6221044945010603,0.0,0,0.015655482635139353,0.0020161339770463417,0.00412228430860526,0.07479720606811811,0.22164840937384456,0.10884617726198371,0.9703520811592402,-0.249,0.28700000000000003,-0.54,0.022311268374323845,-0.012965419329702854,-0.07475702464580536,1.0
93,0,0.6025289272337525,0.0,0,0.045264707123776324,0.003868805110225269,0.008905160769731947,0.07481046332762774,0.21963539321668904,0.11214469432857149,0.9640699000389341,-0.45999999999999996,0.211,-0.676,0.020461849868297577,-0.007916360162198544,-0.065596804022789,1.0
94,0,0.5916315058280449,0.0,0,0.3512672284200429,0.010914366359436203,0.052663964962426243,0.07485851961576111,0.2185945113425148,0.11326728118865097,0.9592722514309333,-0.45999999999999996,0.005,-0.786,0.010069277137517929,-0.022700201719999313,-0.05448266863822937,1.0
95,0,0.5870382053652363,0.0,0,0.24398103551049966,0.007361266987557713,0.036547575532590665,0.07492789842084305,0.2183761277784099,0.11373640310178434,0.9570500412408951,-0.5329999999999999,-0.122,-0.782,1.8188758986070752e-05,-0.0404091477394104,-0.04227627441287041,1.0
96,0,0.5843476282629446,0.0,0,0.034402128390467274,0.0036156487815773124,0.007084705229440794,0.07494849243938531,0.21863260143130353,0.11393833618961997,0.9553405939550591,-0.398,-0.232,-0.89,-0.01367596909403801,-0.05477938428521156,-0.028647635132074356,1.0
97,0,0.5833694639946685,0.0,0,0.014027733077724591,0.002243256064527208,0.0039620144362119995,0.07496203240308173,0.21936774083200786,0.113860341876002,0.9540924219947281,-0.373,-0.27499999999999997,-0.784,-0.032575152814388275,-0.061164386570453644,-0.017575953155755997,1.0
98,0,0.5823219780812052,0.0,0,0.011691930459001076,0.0022669195001205743,0.003911346589868132,0.0750029807502494,0.21970766220487234,0.11376494502422378,0.9530701023906556,-0.362,-0.35300000000000004,-0.775,-0.04460809379816055,-0.06301693618297577,-0.007669845130294561,1.0
99,0,0.5819606187837476,0.0,0,0.010977278255969612,0.002149138944605307,0.003662201694008399,0.07511439061028177,0.2198171016474421,0.11368561792422184,0.9526541821164622,-0.344,-0.29,-0.541,-0.04749751091003418,-0.05252436548471451,0.0009255209006369114,1.0
100,0,0.5817840765178666,0.0,0,0.010985318291625964,0.0021727464350139777,0.0036159604648339327,0.07529079381028403,0.21973760093201908,0.1136019053586723,0.9525144924524593,-0.383,-0.258,-0.512,-0.05066406726837158,-0.04329540580511093,0.0072807506658136845,1.0
101,0,0.5816862183821735,0.0,0,0.01093123689406317,0.0024432571262436587,0.003948267272127904,0.07542064771861681,0.21959842464066331,0.11352795175745144,0.952481094665018,-0.338,-0.1,-0.42,-0.04996844008564949,-0.03406495228409767,0.009385247714817524,1.0
102,0,0.5815644574695175,0.0,0,0.01094466853643989,0.0018646296160887436,0.003352435726028728,0.07545125818383222,0.2196094196203231,0.11348111629702538,0.9523476656739631,-0.248,-0.11,-0.479,-0.05041998252272606,-0.03723027929663658,0.008802155964076519,1.0
103,0,0.5814914705829785,0.0,0,0.01098521930997294,0.0018340378360279096,0.003347248766600196,0.07531962109418262,0.21986501679131884,0.11346104487524494,0.9520811790433747,-0.08499999999999999,0.005,-0.42500000000000004,-0.04406045749783516,-0.050058674067258835,0.004333576653152704,1.0
