expert_start_step,rollout_step,success,reward,eef_nut_distance,nut_x,nut_y,nut_z,eef_x,eef_y,eef_z,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper,latency_ms
100,15,0,0.14203251459341712,0.1680087259968294,0.2558551165358508,0.11489518864177252,0.9571313250717357,0.11027005742857239,0.08450052820020389,0.8789770725166144,0.11214578151702881,0.08304138481616974,-0.407770037651062,-0.010629767552018166,-0.06663403660058975,0.06550313532352448,1.0,0.9591919999820675
100,16,0,0.14202876115689556,0.16962547712300446,0.2558569210482509,0.11489616110194993,0.9571267873165256,0.11139256539627108,0.08535839346603169,0.8732794694205327,0.10719230026006699,0.10189265012741089,-0.4201042950153351,-0.01137694250792265,-0.0679582953453064,0.06533904373645782,1.0,1.4408419999654143
100,17,0,0.14202501665801937,0.17142808549632568,0.25585872141192073,0.1148971310352962,0.9571222620303612,0.11253961923470382,0.08640634772295142,0.8674813187382415,0.10221592336893082,0.12008634209632874,-0.4325588643550873,-0.01221728976815939,-0.06936748325824738,0.06442917883396149,1.0,1.1830020000047625
100,18,0,0.14202128102102984,0.1734489059293847,0.2558605176624849,0.11489809846252202,0.9571177491234968,0.1136906083256854,0.08763404455049097,0.861572413227135,0.09725090116262436,0.13762784004211426,-0.44411635398864746,-0.013111189939081669,-0.07072281092405319,0.06327799707651138,1.0,1.154576999965684
100,19,0,0.14201755417121334,0.17571959689420386,0.2558623098352084,0.11489906340381856,0.9571132485036722,0.1148210424348474,0.08904029018621552,0.8555452344911794,0.0913262814283371,0.1554630994796753,-0.4554588794708252,-0.013922540470957756,-0.07174281775951385,0.0616866797208786,1.0,0.9524709999482184
100,20,0,0.14201383603480758,0.17826057946541865,0.2558640979649281,0.11490002587908181,0.9571087600790079,0.11591308916290131,0.09064131785235968,0.8493958805728128,0.08616267889738083,0.17470872402191162,-0.4658252000808716,-0.014403609558939934,-0.07242286950349808,0.0599626861512661,1.0,0.9338329999764028
100,21,0,0.14201012653896372,0.1810686575589355,0.2558658820860523,0.11490098590795601,0.9571042837585687,0.11696519059540425,0.09244401085252281,0.8431387585986568,0.08303269743919373,0.19360393285751343,-0.4724906086921692,-0.014940064400434494,-0.07277426868677139,0.05814475938677788,1.0,3.198756999950092
100,22,0,0.14200642561172258,0.18414024867092438,0.2558676622325696,0.11490194350984492,0.9570998194524606,0.11796808674415465,0.09443843687809769,0.8367977697731752,0.0783936008810997,0.21263734996318817,-0.47689130902290344,-0.015501325018703938,-0.0725540965795517,0.05517042800784111,1.0,1.1749490000170226
100,23,0,0.14200273318200055,0.1874609079580185,0.25586943843805443,0.11490289870391708,0.9570953670718383,0.11890624553430855,0.09661392125364415,0.8304139197092533,0.07337605953216553,0.23085473477840424,-0.48068347573280334,-0.01608828827738762,-0.07248464971780777,0.05245092138648033,1.0,0.9952389999625666
100,24,0,0.14199904917957312,0.18794651008737503,0.2558712107356754,0.11490385150910985,0.9570909265288908,0.11885571961323955,0.09787829565702799,0.8295731775900506,0.06830426305532455,0.2482036054134369,-0.4836822748184204,-0.016714558005332947,-0.07227618247270584,0.04990139976143837,1.0,1.267428000005566
100,25,0,0.14199537353506256,0.1877575369280366,0.2558729791582008,0.11490480194413316,0.957086497736828,0.11878548997671033,0.09808527548681857,0.8298975968336852,0.060189057141542435,0.25421398878097534,-0.4849322438240051,-0.01676386408507824,-0.07177859544754028,0.05121446028351784,1.0,1.135399000020243
100,26,0,0.14199170617992293,0.18778563146435306,0.25587474373800556,0.11490575002747344,0.9570820806098633,0.11873882603075063,0.09815643833835971,0.8298946440565789,0.05053111910820007,0.256399542093277,-0.4862878620624542,-0.01660306006669998,-0.07116042822599411,0.052967965602874756,1.0,0.8656449999762117
100,27,0,0.14198804704642704,0.1877644764723512,0.2558765045070778,0.11490669577739693,0.9570776750631989,0.11873708681746324,0.09823645084331631,0.8299148594505862,0.041288405656814575,0.25913891196250916,-0.48773637413978577,-0.016380826011300087,-0.07050470262765884,0.05445748195052147,1.0,1.0864710000078048
100,28,0,0.14198439606765323,0.18772333641709474,0.2558782614970246,0.1149076392119535,0.957073281013008,0.11876270287871729,0.09831582646173762,0.8299352207398663,0.033948738127946854,0.262210875749588,-0.488653302192688,-0.016363250091671944,-0.06975452601909637,0.056077878922224045,1.0,1.2839750000352979
100,29,0,0.14198075317747205,0.1876710096747479,0.25588001473907895,0.11490858034897991,0.9570688983764217,0.1188032070643192,0.09839127703552132,0.8299566040800499,0.027342166751623154,0.26554322242736816,-0.4893595576286316,-0.016461871564388275,-0.06900063157081604,0.05771419405937195,1.0,1.333141000031901
100,30,0,0.14197711831053478,0.1875965250966592,0.2558817642641044,0.11490951920610332,0.9570645270715136,0.11886299241138717,0.0984755546205082,0.8299888126477343,0.02092733234167099,0.26900067925453186,-0.49000605940818787,-0.016595620661973953,-0.06820813566446304,0.059304170310497284,1.0,1.4753209999867067
100,31,0,0.1419734914022591,0.1874938776006447,0.2558835101026025,0.1149104558007445,0.957060167017284,0.11894346745324952,0.09855998100764381,0.8300403227764761,0.014443843625485897,0.2727387547492981,-0.49056270718574524,-0.0167602077126503,-0.06726113706827164,0.060842953622341156,1.0,1.27301399999169
100,32,0,0.14196987238881914,0.1873828344471211,0.2558852522847172,0.11491139015012121,0.9570558181336466,0.11903529453624506,0.09863916609231944,0.8300927115479487,0.007232400123029947,0.2765205502510071,-0.49113327264785767,-0.01699981838464737,-0.06630853563547134,0.062481265515089035,1.0,1.5261260000443144
100,33,0,0.14196626120713174,0.18726563949013864,0.2558869908402413,0.11491232227125135,0.9570514803414136,0.11913552518503509,0.0987178924838015,0.8301452282548325,-0.0004191733605694026,0.28035181760787964,-0.49192896485328674,-0.017233775928616524,-0.06534341722726822,0.06414693593978882,1.0,1.1973690000104398
100,34,0,0.14196265779484563,0.18714277107763636,0.2558887257986218,0.11491325218095606,0.957047153562283,0.11924300434846212,0.09879822049553184,0.8301981514780736,-0.007829230278730392,0.2842326760292053,-0.4926454424858093,-0.017477670684456825,-0.06436817348003387,0.06578506529331207,1.0,1.1508240000352998
100,35,0,0.14195906209033007,0.18701482045015816,0.255890457188965,0.11491417989586276,0.9570428377188234,0.11935699519141926,0.09888087179387767,0.8302513164949007,-0.015159049071371555,0.2882153391838074,-0.49347010254859924,-0.017743153497576714,-0.0633968859910965,0.06732158362865448,1.0,1.067616000000271
100,36,0,0.1419554740326634,0.18688256732458428,0.25589218504004224,0.11491510543240833,0.9570385327344622,0.11947656677142984,0.09896561302318138,0.8303046116473751,-0.022846342995762825,0.292353093624115,-0.49440401792526245,-0.018029822036623955,-0.062413983047008514,0.06837644428014755,1.0,1.340504999973291
100,37,0,0.14195189356162166,0.1867470118186367,0.2558939093802948,0.11491602880684189,0.9570342385334718,0.11960049822762162,0.09905270524388292,0.8303578497899681,-0.030877647921442986,0.2967583239078522,-0.4953531324863434,-0.018235594034194946,-0.06134108081459999,0.06912536919116974,1.0,1.2464980000004289
100,38,0,0.14194832061766854,0.18660885026452806,0.2558956302378394,0.11491695003522773,0.9570299550409567,0.11972811972360636,0.099142474656115,0.8304106910882743,-0.03848657384514809,0.30124080181121826,-0.4963046610355377,-0.01846471056342125,-0.06026667729020119,0.06987614184617996,1.0,1.2645229999748153
100,39,0,0.1419447551419447,0.18647814445536326,0.2558973476404723,0.11491786913344815,0.957025682182841,0.11985867715826436,0.0992435600666975,0.8304480596414591,-0.0458165742456913,0.30566516518592834,-0.4971622824668884,-0.01869506575167179,-0.05918321758508682,0.0705764964222908,1.0,1.1001580000424838
100,40,0,0.14194119707625621,0.1863441281399867,0.25589906161567555,0.11491878611720634,0.9570214198858568,0.11999332332498075,0.09935670160887979,0.8304845244060456,-0.05192296952009201,0.30996501445770264,-0.4977942705154419,-0.018996505066752434,-0.05806846171617508,0.07136985659599304,1.0,1.1920519999648604
100,41,0,0.1419376463630665,0.18618647655986367,0.25590077219062063,0.11491970100202886,0.9570171680775312,0.12013745585093205,0.09944041126670658,0.8305493161169786,-0.05614495277404785,0.3142533302307129,-0.4979240596294403,-0.019327018409967422,-0.05694819986820221,0.07202117145061493,1.0,1.5931909999835625
100,42,0,0.1419341029454844,0.18602708593239403,0.25590247939217364,0.11492061380326864,0.9570129266861751,0.12028108532782494,0.09953564371882732,0.8306158663246231,-0.06296954303979874,0.31825700402259827,-0.49846532940864563,-0.019606826826930046,-0.055828530341386795,0.07259736955165863,1.0,1.37479400001439
100,43,0,0.14193056676725535,0.18586797556201856,0.2559041832469002,0.11492152453610731,0.9570086956408709,0.12042462439094359,0.0996349297724557,0.8306816854955721,-0.06975731253623962,0.3220207989215851,-0.49906301498413086,-0.019907282665371895,-0.054524220526218414,0.07284155488014221,1.0,1.2350169999990612
100,44,0,0.1419270377727522,0.1857093987234514,0.2559058837810691,0.11492243321555792,0.9570044748714615,0.12056795337590039,0.09973681572454644,0.8307467131722762,-0.07631158083677292,0.3257880210876465,-0.4996560215950012,-0.02021106705069542,-0.053232647478580475,0.07301468402147293,1.0,1.1473830000454655
100,45,0,0.14192351590696414,0.18555133355673745,0.255907581020658,0.11492333985646758,0.9570002643085399,0.12071100962090964,0.09984088043647582,0.8308111051692514,-0.0828508511185646,0.3294987976551056,-0.5003429651260376,-0.02049426920711994,-0.05199045315384865,0.07313048839569092,1.0,1.8415630000276906
100,46,0,0.14192000111548936,0.18539397686953865,0.2559092749913569,0.11492424447351962,0.9569960638834367,0.12085383293569213,0.09994634607291954,0.8308746272037298,-0.08906593173742294,0.3331409692764282,-0.5010745525360107,-0.02084350772202015,-0.05065888538956642,0.07308334112167358,1.0,1.3725299999691742
100,47,0,0.14191649334452483,0.18523705878156213,0.2559109657185726,0.1149251470812363,0.9569918735282096,0.12099612084928386,0.1000535093215967,0.8309379685102145,-0.09679196774959564,0.3366062641143799,-0.5026341080665588,-0.021213309839367867,-0.049419648945331573,0.07317231595516205,1.0,1.0615260000008675
100,48,0,0.14191299254085787,0.18508032204664412,0.25591265322743284,0.11492604769398117,0.9569876931756343,0.12113768236535906,0.10016261063157869,0.83100168695224,-0.10609209537506104,0.3397849202156067,-0.5048487782478333,-0.021720178425312042,-0.04830675199627876,0.07344608753919601,1.0,1.0680099999831327
100,49,0,0.1419094986518567,0.18492397455671006,0.25591433754279125,0.11492694632596111,0.9569835227591924,0.12127843559833873,0.10027419209927527,0.8310655055137368,-0.1159849688410759,0.34294775128364563,-0.5073819160461426,-0.022223789244890213,-0.047345537692308426,0.07394333928823471,1.0,0.7366469999965375
100,50,0,0.14190601162546354,0.18476857098068425,0.25591601868922975,0.11492784299122913,0.9569793622130623,0.12141828326245568,0.1003890407676401,0.8311286283367079,-0.12518136203289032,0.34602004289627075,-0.5098419189453125,-0.022483646869659424,-0.04639666527509689,0.0746508538722992,1.0,1.1650989999907324
100,51,0,0.14190253141018433,0.18461414371348478,0.2559176966910642,0.11492873770368613,0.9569752114721084,0.12155732322123045,0.100506706252355,0.8311909632176993,-0.1337786614894867,0.3487306535243988,-0.5122180581092834,-0.022537127137184143,-0.04554867744445801,0.07536084204912186,1.0,0.8064240000180689
100,52,0,0.14189905795508176,0.1844606382284777,0.2559193715723472,0.11492963047708347,0.9569710704718714,0.12169561584044689,0.10062660873907636,0.831252599187646,-0.1418549120426178,0.3508124053478241,-0.5145220756530762,-0.022415341809391975,-0.044882722198963165,0.07613924145698547,1.0,0.8576749999633648
100,53,0,0.14189559120976597,0.18430805632399505,0.2559210433568727,0.114930521325025,0.9569669391485599,0.12183306231553798,0.1007485398914425,0.8313136687223386,-0.15015164017677307,0.3526672124862671,-0.5171287059783936,-0.022144651040434837,-0.044405415654182434,0.07703514397144318,1.0,0.8789850000425758
100,54,0,0.14189213112438828,0.18415654932244838,0.2559227120681789,0.11493141026096915,0.956962817439039,0.12196948611142931,0.10087148034512158,0.8313742579087505,-0.15867704153060913,0.3543727397918701,-0.5197864770889282,-0.02185390330851078,-0.04404110461473465,0.07757148891687393,1.0,0.9884609999630811
100,55,0,0.14188867764963167,0.18400684895575406,0.25592437772955284,0.1149322972982311,0.9569587052808223,0.12210488659129265,0.1009944371947952,0.8314334077911933,-0.1657312512397766,0.3559733033180237,-0.5219742059707642,-0.021615929901599884,-0.04342881217598915,0.07790352404117584,1.0,0.9052660000179458
100,56,0,0.14188523073670434,0.18385882075884327,0.25592604036403327,0.11493318244998482,0.9569546026120621,0.1222388781163081,0.10111747896872769,0.8314917198207726,-0.17401888966560364,0.3580406606197357,-0.5249830484390259,-0.02140921540558338,-0.04290265589952469,0.078004390001297,1.0,0.824551999983214
100,57,0,0.1418817903373314,0.18371270861165345,0.25592769999441484,0.11493406572926504,0.9569505093715416,0.12237115443588062,0.10124080598202127,0.8315491414308529,-0.18232621252536774,0.3601987659931183,-0.5281016230583191,-0.02124558389186859,-0.04240484908223152,0.07805835455656052,1.0,0.868291000017507
100,58,0,0.141878356403748,0.18356852991704564,0.25592935664325106,0.11493494714896933,0.9569464254986638,0.12250174932152538,0.10136420438647753,0.831605635166151,-0.19060781598091125,0.3624047338962555,-0.5313266515731812,-0.021138135343790054,-0.041956935077905655,0.0780474916100502,1.0,0.8758209999655264
100,59,0,0.14187492888869171,0.18342638751618293,0.25593101033285803,0.11493582672185994,0.9569423509334457,0.12263047119670661,0.10148821699494108,0.8316611963415409,-0.19891205430030823,0.36467549204826355,-0.5346949100494385,-0.021062076091766357,-0.04150738567113876,0.0780944898724556,1.0,1.7121119999501389
100,60,0,0.14187150774539556,0.1832859504798566,0.25593266108531804,0.11493670446056568,0.9569382856165072,0.122757216378813,0.10161307565551118,0.8317163966114527,-0.20677924156188965,0.3666139245033264,-0.5378654599189758,-0.0209710281342268,-0.041103340685367584,0.07826507836580276,0.9999999403953552,1.1453310000320016
100,61,0,0.14186809292758143,0.1831477035426239,0.2559343089224819,0.11493758037758409,0.9569342294890649,0.12288113651892367,0.10173925904660581,0.8317713798078192,-0.21441194415092468,0.3685484528541565,-0.5409766435623169,-0.02088777720928192,-0.040714163333177567,0.07847511023283005,0.9999999403953552,0.91208200001347
100,62,0,0.141864684389452,0.18301209571021348,0.2559359538659738,0.11493845448528292,0.9569301824929215,0.12300302687614956,0.10186613255188325,0.8318247129984507,-0.22158852219581604,0.37047117948532104,-0.5439562201499939,-0.020833410322666168,-0.040302496403455734,0.07881002873182297,0.9999999403953552,1.0345790000201305
100,63,0,0.14186128208568582,0.18287814523551096,0.25593759593719256,0.1149393267959021,0.9569261445704614,0.12312349204870933,0.10199363015901562,0.8318771991464174,-0.22848990559577942,0.3723098635673523,-0.5468606948852539,-0.02077789232134819,-0.039882827550172806,0.07913192361593246,0.9999999403953552,1.1416480000434603
100,64,0,0.14185788597142862,0.1827454752892009,0.2559392351573167,0.11494019732155558,0.9569221156646381,0.12324272531853037,0.10212185350128904,0.8319291755560614,-0.23521991074085236,0.3741368055343628,-0.5497502088546753,-0.02072843536734581,-0.039478152990341187,0.07947058230638504,0.9999999403953552,0.9448109999539156
100,65,0,0.1418544960022887,0.18261430996531036,0.2559408715473059,0.11494106607423293,0.9569180957189706,0.12336040890247063,0.1022538978914715,0.8319803396462356,-0.24241936206817627,0.3763103485107422,-0.5534758567810059,-0.02047787606716156,-0.03902667015790939,0.08120567351579666,0.9999999403953552,0.7081690000063645
100,66,0,0.14185111213432913,0.18248359086631272,0.25594250512790506,0.11494193306580122,0.9569140846775328,0.12347748426501758,0.10238998964677105,0.8320312279690796,-0.24974031746387482,0.3784336447715759,-0.5572738647460938,-0.020180879160761833,-0.038605693727731705,0.08309071511030197,0.9999999403953552,0.769245000014962
100,67,0,0.14184773432406197,0.18235301598838322,0.2559441359196471,0.11494279830800654,0.9569100824849479,0.12359463359322484,0.10252912246383154,0.8320816709511804,-0.2568633556365967,0.38046708703041077,-0.561005175113678,-0.019770607352256775,-0.03815547749400139,0.0849289670586586,0.9999999403953552,1.006454999981088
100,68,0,0.1418443625284428,0.18222242542835715,0.2559457639428552,0.11494366181247581,0.9569060890863799,0.12371227344269031,0.10267036162605535,0.8321315627531976,-0.2636965215206146,0.38263413310050964,-0.5645737051963806,-0.019324295222759247,-0.03775390610098839,0.08664169907569885,0.9999999403953552,0.9380159999636817
100,69,0,0.14184099670486286,0.18209164688734028,0.2559473892176467,0.11494452359071836,0.956902104427527,0.12383067007750997,0.10281331329306481,0.832180918871487,-0.27018100023269653,0.38488176465034485,-0.567854106426239,-0.018900807946920395,-0.03730118274688721,0.08839397877454758,0.9999999403953552,0.7719569999835585
100,70,0,0.14183763681114459,0.1819604121990308,0.2559490117639355,0.11494538365412744,0.956898128454614,0.12394982695250933,0.10295802821666875,0.8322301288461491,-0.2771783769130707,0.3869561553001404,-0.5711663961410522,-0.01847791112959385,-0.036897070705890656,0.09014147520065308,0.9999999403953552,0.7015009999804533
100,71,0,0.14183428280553545,0.1818285917681372,0.2559506316014344,0.11494624201398194,0.9568941611143854,0.12406962173449029,0.1031037167289266,0.8322795928820487,-0.2847372889518738,0.38880056142807007,-0.574123740196228,-0.01808539591729641,-0.03668823465704918,0.09137780219316483,0.9999998807907104,0.6841549999876406
100,72,0,0.1418309346467023,0.18169768167713538,0.2559522487496583,0.11494709868144783,0.9568902023540992,0.12418994671765686,0.10324812639230063,0.8323274577735023,-0.29117101430892944,0.39063453674316406,-0.5770081877708435,-0.017538882791996002,-0.03674060478806496,0.09143835306167603,0.9999998807907104,0.6938959999729377
100,73,0,0.1418275922937252,0.18156860791539084,0.2559538632279265,0.11494795366757973,0.9568862521215183,0.12431001118378492,0.10339078894167487,0.8323732506204246,-0.2969992756843567,0.3921910226345062,-0.5802927613258362,-0.017012106254696846,-0.0367823950946331,0.0914163887500763,0.9999998807907104,0.8093000000144457
100,74,0,0.14182425570609217,0.18144085328005918,0.2559554750553662,0.11494880698332245,0.9568823103649061,0.12442915358448042,0.10353208567384785,0.8324183859776566,-0.3030110001564026,0.393291175365448,-0.5834397077560425,-0.01648685522377491,-0.03697800263762474,0.09127294272184372,0.9999998807907104,0.9760720000144829
100,75,0,0.14182092484369363,0.18131496927318316,0.2559570842509139,0.11494965863951233,0.9568783770330183,0.12454667988567834,0.10367258985861892,0.8324627372331457,-0.30907273292541504,0.39423084259033203,-0.5866218209266663,-0.015998641029000282,-0.03726717084646225,0.09107599407434464,0.9999998807907104,1.2101890000053572
100,76,0,0.14181759966681706,0.18119133225608858,0.2559586908333189,0.11495050864687878,0.9568744520750971,0.124662091485605,0.10381279227305554,0.8325062360452833,-0.31517478823661804,0.3951321542263031,-0.5898309350013733,-0.015496758744120598,-0.037592969834804535,0.09094194322824478,0.9999998211860657,0.8639540000103807
100,77,0,0.1418142801361415,0.18107000766807246,0.25596029482114535,0.11495135701604567,0.9568705354408651,0.12477515512637,0.10395301970327815,0.8325490032087828,-0.32098111510276794,0.3957858979701996,-0.5928449630737305,-0.014957491308450699,-0.03795437142252922,0.09094347804784775,0.9999998211860657,0.7607910000047013
100,78,0,0.14181096621273304,0.18095108207517366,0.25596189623277465,0.1149522037575328,0.9568666270805181,0.12488572681910373,0.10409346630743574,0.8325910472709483,-0.3266865611076355,0.39643025398254395,-0.5958408713340759,-0.014404527842998505,-0.03830192610621452,0.09098560363054276,0.9999998211860657,0.8587130000137222
100,79,0,0.1418076578580387,0.18083447474848455,0.25596349508640825,0.11495304888175716,0.9568627269447203,0.12499395548657842,0.10423394127952944,0.8326323454481606,-0.3321804404258728,0.3969724178314209,-0.5988225936889648,-0.013953087851405144,-0.03850499168038368,0.09102477133274078,0.9999997615814209,0.9473019999859389
100,80,0,0.14180435503388242,0.18071986215100225,0.25596509140006946,0.11495389239903432,0.9568588349845967,0.12510009961804658,0.10437425512870069,0.8326731120652671,-0.3374991714954376,0.3974573016166687,-0.6017166376113892,-0.01357642188668251,-0.038638755679130554,0.09102137386798859,0.9999997615814209,0.903719000007186
100,81,0,0.14180105770245907,0.18060705468828125,0.2559666851916065,0.11495473431957984,0.9568549511517291,0.1252042461448445,0.10451462300836302,0.8327135124073394,-0.34278297424316406,0.3978906571865082,-0.6046217083930969,-0.013255378231406212,-0.038836896419525146,0.0911249965429306,0.9999997615814209,1.2162619999571689
100,82,0,0.14179776582633036,0.18049607894261951,0.2559682764786942,0.11495557465351039,0.9568510753981485,0.12530661970366525,0.10465614526978324,0.8327531796994926,-0.34733036160469055,0.39833542704582214,-0.6073583960533142,-0.013102813623845577,-0.038721371442079544,0.09194399416446686,0.9999997019767761,1.0454050000134885
100,83,0,0.14179447936842018,0.18038596514251373,0.2559698652788363,0.11495641341084527,0.9568472076763301,0.1254079827081003,0.10479902661155513,0.8327927086309866,-0.35185644030570984,0.3987349569797516,-0.6100614666938782,-0.013002193532884121,-0.03856617212295532,0.09272909164428711,0.9999997019767761,0.973917999999685
100,84,0,0.14179119829200895,0.18027677009359389,0.2559714516093683,0.1149572506015075,0.9568433479391875,0.12550839641531972,0.10494326945068738,0.8328319563401728,-0.35652482509613037,0.39965903759002686,-0.6127935647964478,-0.012872699648141861,-0.038428895175457,0.0932638868689537,0.9999996423721313,1.1877590000040072
100,85,0,0.1417879225607293,0.18016842552262508,0.2559730354874592,0.11495808623532511,0.9568394961400682,0.12560802571257357,0.10508854601113739,0.8328708793152492,-0.36125147342681885,0.4008282423019409,-0.6155824065208435,-0.012763813138008118,-0.03834184631705284,0.09378702938556671,0.9999996423721313,1.3236940000069808
100,86,0,0.14178465213856273,0.18006096495741705,0.2559746169301132,0.11495892032203243,0.9568356522327459,0.12570683557226692,0.10523491851756396,0.8329094644014113,-0.3658421039581299,0.4020169675350189,-0.6182479858398438,-0.01267306413501501,-0.038257405161857605,0.09428397566080093,0.9999995827674866,0.9786390000385836
100,87,0,0.14178138698983372,0.17995431727317107,0.25597619595417254,0.1149597528712712,0.956831816171417,0.1258053093877871,0.10538181701825144,0.8329473549158997,-0.36980685591697693,0.40310221910476685,-0.6208799481391907,-0.012631368823349476,-0.03815976530313492,0.09465280175209045,0.9999995231628418,1.086071000031552
100,88,0,0.14177812707920562,0.17984823873525643,0.2559777725763194,0.11496058389259177,0.956827987910695,0.12590362390004342,0.1055289867864698,0.8329847410284219,-0.37341105937957764,0.4041306972503662,-0.623462975025177,-0.012598961591720581,-0.038106244057416916,0.09488928318023682,0.9999995231628418,0.9552719999987858
100,89,0,0.1417748723716767,0.17974260159082348,0.2559793468130776,0.11496141339545432,0.956824167405604,0.12600182460116677,0.1056761813603835,0.8330217804643798,-0.3766440451145172,0.4049428403377533,-0.6259109973907471,-0.012551743537187576,-0.03811294212937355,0.0949646532535553,0.999999463558197,0.9770990000106394
100,90,0,0.14177162283257566,0.17963766351595492,0.25598091868081535,0.11496224138922986,0.9568203546115759,0.1260995118018361,0.10582370629984753,0.8330584966866538,-0.37978827953338623,0.4057338535785675,-0.6283305287361145,-0.012494731694459915,-0.03817930445075035,0.09503434598445892,0.9999994039535522,3.6270880000301986
100,91,0,0.14176837842755727,0.17953350747554364,0.2559824881957463,0.11496306788320167,0.9568165494844434,0.12619658484235374,0.10597158376540784,0.8330948747036097,-0.3827986717224121,0.406566321849823,-0.630728542804718,-0.01245237234979868,-0.038281090557575226,0.0950586199760437,0.9999994039535522,3.921590000004471
