seed,instruction_index,instruction_type,instruction,action_l2_difference_from_base,action_cosine_similarity_to_base,dx,dy,dz,rx,ry,rz,gripper
48,2,paraphrase,raise the red cube,0.0011667585898566925,0.9999998109715088,0.16890716552734375,0.0005817950586788356,-0.16098323464393616,0.004827355034649372,0.004790541250258684,0.008411740884184837,0.9979264140129089
48,3,paraphrase,grasp and lift the red cube,0.0027255773218944797,0.9999972344625001,0.16856138408184052,0.0002606889174785465,-0.16354750096797943,0.004617860075086355,0.0052148583345115185,0.008007485419511795,0.9978699088096619
48,4,paraphrase,lift the cube,0.0016995044940745136,0.9999992377950226,0.16867594420909882,0.0011075669899582863,-0.1620360165834427,0.0049292719922959805,0.005033466499298811,0.008965264074504375,0.9956117272377014
48,5,paraphrase,pick up the cube,0.005654370335282989,0.9999847520447149,0.17000515758991241,0.0006435087416321039,-0.16645194590091705,0.0046613928861916065,0.00521941389888525,0.008753485046327114,0.9958093762397766
48,6,paraphrase,raise the cube,0.0012694900154949001,0.9999992449851082,0.16741962730884552,0.001254009548574686,-0.16077421605587006,0.004988976288586855,0.004946211352944374,0.008979410864412785,0.9973676800727844
48,7,paraphrase,grab the red cube,0.005469853840971264,0.9999879648900559,0.16960252821445465,3.211509101674892e-05,-0.16633279621601105,0.004907702561467886,0.005038870964199305,0.008899170905351639,0.9981275796890259
48,8,paraphrase,take the red cube off the table,0.003960151809629804,0.9999925509039763,0.16926968097686768,-0.00044154576607979834,-0.15760475397109985,0.005001724697649479,0.005285822786390781,0.008427178487181664,0.9976433515548706
48,9,paraphrase,move the red cube upward,0.003894466499380396,0.9999934260972434,0.1691100001335144,0.0006081985775381327,-0.16480465233325958,0.004511310253292322,0.005705600138753653,0.008151582442224026,0.9974590539932251
48,10,paraphrase,elevate the red cube,0.0022761779238182948,0.9999983856941177,0.16865836083889008,0.0003323456330690533,-0.16292701661586761,0.004683041013777256,0.005006109364330769,0.007894448935985565,0.9980230927467346
49,0,base,lift the red cube,0.0,1.0,0.16831977665424347,0.002920745639130473,-0.15520933270454407,0.002615668810904026,0.006823564879596233,0.002822211245074868,0.9946220517158508
49,1,paraphrase,pick up the red cube,0.003829878519428277,0.9999942692172732,0.17000848054885864,0.002513480605557561,-0.15849095582962036,0.0026914351619780064,0.00698775565251708,0.0025683564599603415,0.9955075979232788
49,2,paraphrase,raise the red cube,0.0011639183903161356,0.9999996607396074,0.16833220422267914,0.0031555024906992912,-0.1560734659433365,0.0025290637277066708,0.006963304243981838,0.002592045348137617,0.995309591293335
49,3,paraphrase,grasp and lift the red cube,0.002313564253894749,0.9999988993373659,0.16924487054347992,0.002049629343673587,-0.15645690262317657,0.002513894345611334,0.007021373603492975,0.0026020186487585306,0.9960654973983765
49,4,paraphrase,lift the cube,0.003967569641691943,0.9999975778665764,0.16732439398765564,0.004096123389899731,-0.1529911607503891,0.002477904548868537,0.006921298336237669,0.0033590150997042656,0.991770327091217
49,5,paraphrase,pick up the cube,0.0029761930788192973,0.9999957784530968,0.1685161292552948,0.002840232802554965,-0.15812812745571136,0.0025371152441948652,0.0071198237128555775,0.003195772645995021,0.9943774342536926
49,6,paraphrase,raise the cube,0.002499311889677818,0.9999984044490161,0.16667817533016205,0.003934488631784916,-0.1544790416955948,0.002471108688041568,0.007065985351800919,0.003002862213179469,0.9932515025138855
49,7,paraphrase,grab the red cube,0.004005897425214449,0.9999935356409878,0.16835999488830566,0.0029117355588823557,-0.159044548869133,0.002697173971682787,0.006967386230826378,0.002322268206626177,0.9956513047218323
49,8,paraphrase,take the red cube off the table,0.0091643029889278,0.999971810700358,0.1624046415090561,0.004217394161969423,-0.14920641481876373,0.002470372011885047,0.007249125279486179,0.0022733991499990225,0.991339385509491
49,9,paraphrase,move the red cube upward,0.004198311119794042,0.999991779500505,0.1662323772907257,0.0033773891627788544,-0.15857960283756256,0.0026726338546723127,0.007446640636771917,0.0018086443888023496,0.9951536059379578
49,10,paraphrase,elevate the red cube,0.003139543811055343,0.9999970948195017,0.16938133537769318,0.0020108099561184645,-0.1575959473848343,0.0025361417792737484,0.006953379604965448,0.0025195134803652763,0.9960681200027466
50,0,base,lift the red cube,0.0,1.0000000000000002,0.15255354344844818,0.014128688722848892,-0.2843431234359741,-0.0017289723036810756,-0.002416804200038314,0.008814545348286629,1.0005007982254028
50,1,paraphrase,pick up the red cube,0.002169118526738304,0.9999990609147864,0.15361297130584717,0.013160832226276398,-0.28429704904556274,-0.0015023610321804881,-0.0021326635032892227,0.009058642201125622,1.002066731452942
50,2,paraphrase,raise the red cube,0.0016755929592840318,0.9999996103213222,0.15187326073646545,0.01453273557126522,-0.28457412123680115,-0.001991107128560543,-0.002388336695730686,0.008809195831418037,0.9990659952163696
50,3,paraphrase,grasp and lift the red cube,0.011520570251966155,0.9999425901449991,0.15429982542991638,0.012355178594589233,-0.273149698972702,-0.0014246735954657197,-0.0015875822864472866,0.008204654790461063,1.0007902383804321
50,4,paraphrase,lift the cube,0.0034995107889079476,0.9999976586177904,0.1524057239294052,0.015226385556161404,-0.28185006976127625,-0.0019011974800378084,-0.002333149779587984,0.009448421187698841,0.9984112977981567
50,5,paraphrase,pick up the cube,0.007540300199364772,0.9999750643774767,0.15443848073482513,0.013671837747097015,-0.2770938277244568,-0.0015703098615631461,-0.001951922895386815,0.009244774468243122,1.0008410215377808
50,6,paraphrase,raise the cube,0.008784035841915946,0.9999666482283512,0.14913342893123627,0.015981324017047882,-0.29129523038864136,-0.0023783324286341667,-0.00278591294772923,0.009723572991788387,0.9969916939735413
50,7,paraphrase,grab the red cube,0.011371720224390142,0.9999484660231465,0.15092481672763824,0.014884271658957005,-0.29551175236701965,-0.0019468076061457396,-0.002540840534493327,0.009204304777085781,1.0015681982040405
50,8,paraphrase,take the red cube off the table,0.026763554929718034,0.9996769141130517,0.1481499820947647,0.015757188200950623,-0.309972882270813,-0.0032178969122469425,-0.00312658678740263,0.009606733918190002,0.9946688413619995
50,9,paraphrase,move the red cube upward,0.02639808582539889,0.9996885411825978,0.15117481350898743,0.01603561080992222,-0.310179203748703,-0.0024306895211338997,-0.0019321981817483902,0.008730269968509674,0.9956961870193481
50,10,paraphrase,elevate the red cube,0.007932585986539035,0.9999722890964743,0.15258511900901794,0.014677094295620918,-0.2921869456768036,-0.002062835730612278,-0.0027100099250674248,0.008791215717792511,0.9995517730712891
51,0,base,lift the red cube,0.0,1.0,0.16279737651348114,-0.00295991450548172,-0.28317493200302124,0.0024102216120809317,0.0032568613532930613,0.0016731355572119355,0.9999496936798096
51,1,paraphrase,pick up the red cube,0.011572392659084343,0.999945308861525,0.16521044075489044,-0.0048026773147284985,-0.2721501290798187,0.003016872564330697,0.004411813337355852,0.0014133695513010025,0.9987724423408508
51,2,paraphrase,raise the red cube,0.04420605301708719,0.9991358022387049,0.18488463759422302,0.02744607999920845,-0.2725130319595337,-0.004022257402539253,-0.014265436679124832,0.009385054931044579,1.0044492483139038
51,3,paraphrase,grasp and lift the red cube,0.012114809676924682,0.9999337518213454,0.16346611082553864,-0.004697304219007492,-0.27174022793769836,0.00267304596491158,0.004081763327121735,0.0010785722406581044,1.0033330917358398
51,4,paraphrase,lift the cube,0.010603470664085728,0.9999505441144159,0.16111059486865997,-0.0026431186124682426,-0.2935417890548706,0.0020499154925346375,0.0022667201701551676,0.0016120909713208675,0.9989997744560242
51,5,paraphrase,pick up the cube,0.0064944889581615905,0.9999809431641252,0.1639769971370697,-0.0045098853297531605,-0.277283251285553,0.0028900988399982452,0.003904396668076515,0.0007425287622027099,1.0014183521270752
51,6,paraphrase,raise the cube,0.00634151151202855,0.9999831579133601,0.16329698264598846,-0.0028028262313455343,-0.27697432041168213,0.002009150804951787,0.0021698283962905407,0.002025522058829665,0.9997877478599548
51,7,paraphrase,grab the red cube,0.004221668003833224,0.9999932666036485,0.16232219338417053,-0.003295342903584242,-0.2872507870197296,0.0026583047583699226,0.0027466255705803633,0.001447727787308395,1.000656008720398
51,8,paraphrase,take the red cube off the table,0.008303525747908675,0.9999796440596669,0.16637615859508514,-0.0011742044007405639,-0.2878689467906952,0.0010627955198287964,-0.0009942036122083664,0.0025389445945620537,1.0031561851501465
51,9,paraphrase,move the red cube upward,0.07984071670516918,0.9972296056513822,0.2096879482269287,0.049669113010168076,-0.28329402208328247,-0.007544079329818487,-0.030487462878227234,0.014263478107750416,1.0030643939971924
51,10,paraphrase,elevate the red cube,0.00792810127703809,0.9999759884573897,0.1658947765827179,-0.0030452371574938297,-0.2773984372615814,0.0024371242616325617,0.0023793173022568226,0.0013480696361511946,1.0043096542358398
