step,reward,success,latency_ms,eef_x,eef_y,eef_z,nut_x,nut_y,nut_z,eef_nut_distance,action_dx,action_dy,action_dz,action_rx,action_ry,action_rz,action_gripper
21,0.02357881481684726,0,1.4080010000157017,-0.030152311346259477,0.10650254261812335,0.9203171658819567,-0.11121261288132538,0.1507710545960906,0.8299790260549555,0.12919540682664396,0.003955552354454994,0.10411862283945084,-0.3683079183101654,0.00027808547019958496,-0.021003389731049538,-0.028712552040815353,-0.9999997615814209
22,0.025506606234826368,0,2.0253459999821644,-0.02972363633787407,0.10807390489906961,0.9157757564697186,-0.11121261067870225,0.1507710541859213,0.8299789859659762,0.12579580805899576,0.0017717331647872925,0.0908094197511673,-0.3483976721763611,0.0004995790659449995,-0.023057200014591217,-0.026803039014339447,-0.9999995231628418
23,0.027438675698741446,0,1.6818499999828873,-0.029398220087010183,0.10942844134695393,0.9114539215802928,-0.1112126095841808,0.15077105398210117,0.829978965916988,0.12264165013824649,0.0010039206827059388,0.0780656486749649,-0.32815489172935486,0.0005690398975275457,-0.024661699309945107,-0.025106241926550865,-0.9999990463256836
24,0.029352432734437453,0,1.4432830000146168,-0.029142270837017495,0.11058127019300476,0.9073586816371002,-0.11121260904029916,0.1507710538808202,0.8299789558903404,0.11974297926107479,0.001023422577418387,0.06515141576528549,-0.30885472893714905,0.0009042972233146429,-0.02666877955198288,-0.023917708545923233,-0.9999980330467224
25,0.031224009571166222,0,1.3830339999856278,-0.028931482995689987,0.11151768613002064,0.903486959332884,-0.11121260877003747,0.15077105383049244,0.8299789508759527,0.1171086582701156,0.0007786171627230942,0.052298881113529205,-0.29084303975105286,0.0002676676958799362,-0.02840777300298214,-0.02350449375808239,-0.9999961853027344
26,0.033038973256565234,0,1.5822729999968033,-0.02875738772594097,0.11225102949852216,0.8998301128804367,-0.11121260863574102,0.15077105380548406,0.8299789483682324,0.11472506662279125,0.0005393027677200735,0.040440402925014496,-0.2737219035625458,-0.00011588074266910553,-0.029826557263731956,-0.023076288402080536,-0.9999927282333374
27,0.03480094161889402,0,1.9684270000084325,-0.02863311150357755,0.11282013324220397,0.8963650839481833,-0.1112126085690074,0.150771053793057,0.8299789471141122,0.11254672305308804,-0.0006335563375614583,0.030201761052012444,-0.2587917745113373,-0.0001158304512500763,-0.03016977198421955,-0.022840913385152817,-0.9999864101409912
28,0.036509079197843665,0,1.6160309999975198,-0.02855807941802465,0.11325375907473903,0.8930760727537292,-0.11121260853584661,0.1507710537868818,0.8299789464869236,0.11054666855828749,-0.0022579114884138107,0.02348690666258335,-0.2449188083410263,-0.0003046765923500061,-0.030503008514642715,-0.02318115159869194,-0.9999750852584839
29,0.038151858368476926,0,1.1909579999951347,-0.028510803734898,0.11356342710696418,0.8899552904570979,-0.11121260851936861,0.15077105378381325,0.8299789461732656,0.10872514829231199,-0.004220650531351566,0.018334655091166496,-0.23308926820755005,-0.0005987416370771825,-0.031625278294086456,-0.024975206702947617,-0.9999547004699707
30,0.039731634750866954,0,2.317809000004445,-0.02848905137312612,0.11377405066130271,0.88698542919158,-0.11121258507118673,0.15077104941732666,0.8299798158765755,0.10705886648880239,-0.007006612606346607,0.014546176418662071,-0.22286024689674377,-0.000784345727879554,-0.03256013244390488,-0.025944534689188004,-0.9999175667762756
31,0.041255283450617845,0,1.1341719999791167,-0.028506394160834257,0.11388685267622152,0.884139418543471,-0.11121259604263763,0.15077105146041442,0.8299794022885971,0.10551808996752014,-0.012197436764836311,0.010332716628909111,-0.2156093865633011,-0.001525283558294177,-0.03324621170759201,-0.027237463742494583,-0.9998518824577332
32,0.0427458109656934,0,1.1635689999991428,-0.02860103257404848,0.11389751764166245,0.8813779915891989,-0.11121260230490197,0.1507710526265643,0.8299791741397781,0.10404887058914834,-0.020923994481563568,0.005092427600175142,-0.21145719289779663,-0.0024766759015619755,-0.0328657403588295,-0.028550991788506508,-0.9997358918190002
33,0.04421550450140926,0,1.2497769999981756,-0.028789724701400673,0.11381536017068142,0.8786806807736218,-0.1112126054232571,0.15077105320725984,0.8299790599619649,0.10262115953342957,-0.029590902850031853,-0.00025350216310471296,-0.20790454745292664,-0.0031767026521265507,-0.03265833854675293,-0.029764721170067787,-0.9995322227478027
34,0.04566725883681492,0,6.127182000000175,-0.029075447298781257,0.11365210562832909,0.8760400371143402,-0.11121260697286886,0.1507710534958263,0.8299790028914593,0.10122227108595194,-0.0380190834403038,-0.004930787719786167,-0.20442792773246765,-0.003850401844829321,-0.032301731407642365,-0.030860979110002518,-0.9991764426231384
35,0.04709975778431019,0,1.7832519999956276,-0.029453799977948426,0.1134186437466807,0.8734519249508601,-0.11121260774289447,0.15077105363921936,0.8299789743658622,0.09984789734637024,-0.04384910687804222,-0.008927595801651478,-0.20021690428256989,-0.004594273399561644,-0.03145180642604828,-0.03172014653682709,-0.9985660314559937
36,0.04851556631786119,0,1.9463909999899442,-0.029909770656719882,0.11314073977487345,0.8709074029958029,-0.11121260812553188,0.15077105371047353,0.8299789601078831,0.0984953265114726,-0.04936496168375015,-0.011991576291620731,-0.1977034956216812,-0.004940400831401348,-0.03082158975303173,-0.03150443732738495,-0.9975498914718628
37,0.049917607619000194,0,1.862485000003744,-0.030424424651687033,0.11284781548936836,0.8683979769053698,-0.11121260831567024,0.1507710537458808,0.8299789529812963,0.09716441745239984,-0.05440288409590721,-0.014678692445158958,-0.19536545872688293,-0.0049650827422738075,-0.02996482141315937,-0.03046247363090515,-0.995840311050415
38,0.051299784350178484,0,1.7285179999930733,-0.030992255419519076,0.1125353519589308,0.8659181600480647,-0.11121260841015292,0.15077105376347516,0.8299789494192003,0.09585875435792922,-0.05917241424322128,-0.017976775765419006,-0.19380633533000946,-0.005207814741879702,-0.029422780498862267,-0.029364557936787605,-0.992999255657196
39,0.05264909769468136,0,1.0755080000137696,-0.031608814088073665,0.11218618192942525,0.8634633274606316,-0.11121260845710282,0.15077105377221808,0.8299789476387494,0.09458731471570328,-0.0637105405330658,-0.020844072103500366,-0.1927785724401474,-0.00571330776438117,-0.029149694368243217,-0.02858530730009079,-0.9883055686950684
40,0.05396569957961859,0,1.5146620000052735,-0.03226847840128767,0.11181397915242189,0.8610240811238195,-0.11121260848043295,0.1507710537765626,0.8299789467488209,0.09334682482862283,-0.0657246857881546,-0.022444579750299454,-0.19180600345134735,-0.005933297798037529,-0.02844940684735775,-0.027361534535884857,-0.980347752571106
41,0.055231721633317604,0,1.2320189999854847,-0.03294726677219585,0.11142344727269089,0.8586035190241732,-0.11121260849202605,0.15077105377872144,0.8299789463040048,0.09215782123991115,-0.06633162498474121,-0.022484518587589264,-0.19003300368785858,-0.006391363684087992,-0.02837277390062809,-0.02679961733520031,-0.9667526483535767
42,0.05642121312040042,0,1.2550520000047527,-0.03362232435061155,0.11100565417777164,0.8562065080068497,-0.11121260849778689,0.15077105377979422,0.8299789460816708,0.09104627506980745,-0.06535732001066208,-0.022800173610448837,-0.18808163702487946,-0.007299776189029217,-0.028294727206230164,-0.025858892127871513,-0.9437939524650574
43,0.05751450337642943,0,1.523216999999022,-0.03427336030732407,0.11054399741819138,0.8538124869210317,-0.11121260850064951,0.1507710537803273,0.8299789459705406,0.09003278097646063,-0.06419599801301956,-0.023884421214461327,-0.19026942551136017,-0.00847623310983181,-0.028670672327280045,-0.025771601125597954,-0.9047147631645203
44,0.058504346447995695,0,1.1801819999845975,-0.034899891301030675,0.11002027026383746,0.8513775166551816,-0.11121260850207197,0.15077105378059216,0.8299789459149938,0.08911877464125241,-0.0638522058725357,-0.024726292118430138,-0.19676603376865387,-0.009950636886060238,-0.029497237876057625,-0.026434995234012604,-0.836766242980957
45,0.05926407212869063,0,1.012223000003587,-0.03538035309430022,0.10950821890332756,0.8489822507092287,-0.11115187691790462,0.15076949798897143,0.8300835367533319,0.08832314738233264,-0.06232057511806488,-0.02444922924041748,-0.20124638080596924,-0.011886012740433216,-0.030547000467777252,-0.027874412015080452,-0.7198033928871155
46,0.059745078899852325,0,1.8667889999903764,-0.03547245203311124,0.10914958175086618,0.8468150898622296,-0.11109041965298781,0.15076945888052895,0.8303972931600384,0.08786259299499082,-0.06514007598161697,-0.025240441784262657,-0.21336957812309265,-0.015911143273115158,-0.03196917101740837,-0.025204887613654137,-0.5191638469696045
47,0.060150210044582035,0,2.702414999987468,-0.03535043345782818,0.10889832716331144,0.8447023426976707,-0.1109307552065446,0.15075138174422462,0.8307749507996679,0.08751020202509506,-0.07126183062791824,-0.0285049881786108,-0.2315126657485962,-0.02102937363088131,-0.034285448491573334,-0.01654735766351223,-0.22204454243183136
48,0.060504510874505306,0,1.5073110000116685,-0.0351673791182587,0.10881028221942303,0.8426167550037688,-0.11079740124339524,0.1506994123811128,0.8306442487381921,0.08728081334767053,-0.0829513818025589,-0.026542795822024345,-0.25241610407829285,-0.027581624686717987,-0.03775820508599281,-0.008127117529511452,0.1585274040699005
49,0.060925551142851656,0,1.183213000018668,-0.03508467534388894,0.10913716545510337,0.8408275809465726,-0.11079226484806473,0.1507103506237228,0.8295243025823356,0.08710759401669027,-0.08910799026489258,-0.019090546295046806,-0.2651091516017914,-0.03343062475323677,-0.04036158695816994,-0.005414542742073536,0.5149756073951721
50,0.061631342733021545,0,1.0821340000006785,-0.03492347403658864,0.11014008784748633,0.8396481077808574,-0.11077431859437699,0.15073654470262018,0.8286339041595787,0.08673370515970999,-0.07469647377729416,-0.015722105279564857,-0.24480704963207245,-0.03514933958649635,-0.03983670100569725,-0.010206487029790878,0.715998649597168
51,0.06263108471183913,0,1.0521059999746285,-0.03467945182156555,0.1117834367522747,0.839089630147176,-0.11075489302001404,0.1507285998899441,0.8280830140764399,0.08617043624519295,-0.04444097355008125,-0.012676814571022987,-0.20911362767219543,-0.036155980080366135,-0.03813694790005684,-0.01596425101161003,0.8787695169448853
52,0.0638409976460846,0,1.0526419999905556,-0.03436103995701242,0.11393440301408281,0.8390014868999289,-0.11073014841187886,0.15070190867441186,0.8278558871037098,0.08548868108405323,0.003902259049937129,-0.004974755924195051,-0.15985694527626038,-0.03780226409435272,-0.034310415387153625,-0.02180103026330471,0.961678147315979
53,0.06516242586850009,0,1.1739509999983966,-0.033979895264675895,0.11649397711974192,0.8392689420173706,-0.11069807836442125,0.1506601431415214,0.8278528814018086,0.08475454535735553,0.0685809925198555,0.00813219603151083,-0.09739850461483002,-0.04106077924370766,-0.027641693130135536,-0.02611328288912773,0.9902596473693848
54,0.06650368728985379,0,2.3726440000189086,-0.03354784778479856,0.11938207344502776,0.83981653145292,-0.1106552246741986,0.15060173860179069,0.8280295467948547,0.08401873642583448,0.14164476096630096,0.02117045968770981,-0.02439780719578266,-0.044182248413562775,-0.01838178187608719,-0.029702551662921906,0.9977387189865112
55,0.06783798508712205,0,1.060575999986213,-0.032900564702360566,0.12249363122718195,0.8407267581689596,-0.11041394249976681,0.15039988849192593,0.8285282850210781,0.08328196490975158,0.2218295782804489,0.03226055949926376,0.06092381477355957,-0.04668232426047325,-0.008150121197104454,-0.031783927232027054,0.9995110034942627
56,0.06924342683885135,0,1.2609730000008312,-0.0315206652682989,0.12569090588775786,0.8423613997127689,-0.10943553549474512,0.149572529425901,0.8297356228932372,0.08246495731835536,0.3123958706855774,0.04094087332487106,0.16413283348083496,-0.04747699573636055,0.003977192100137472,-0.03303823992609978,0.9999045729637146
57,0.07018529480285964,0,0.9645719999866742,-0.029087836320538598,0.12854775447577857,0.8449137617960907,-0.10735714882502075,0.14825246975379475,0.8314884488226504,0.08182053600745227,0.42021864652633667,0.044855620712041855,0.29092398285865784,-0.04540618136525154,0.018693216145038605,-0.03476627543568611,0.9999854564666748
58,0.0699709717921861,0,0.8490479999920808,-0.025652423112229573,0.13058341017912614,0.8482990596682378,-0.10400579613973163,0.14753051653090868,0.8328159558821531,0.08164668995946,0.519221305847168,0.03675270825624466,0.41481271386146545,-0.040844764560461044,0.03205646574497223,-0.035765390843153,0.9999969005584717
59,0.0697422539469009,0,0.9379739999815229,-0.021464361525012465,0.13243679244417508,0.852333686972587,-0.09992649073418225,0.14721484869716978,0.8356983474254399,0.08155630685913878,0.5672780275344849,0.06151659041643143,0.4306350350379944,-0.04282543808221817,0.03531033545732498,-0.06579157710075378,0.9999987483024597
60,0.06920960620102592,0,1.0854810000182624,-0.016496271801920752,0.13419695318132407,0.8569483108241197,-0.09505612079602258,0.1470907401186806,0.8390635136072424,0.08159513212839874,0.6286000609397888,0.056439537554979324,0.4941060543060303,-0.040157511830329895,0.0429963544011116,-0.07740839570760727,0.9999995231628418
61,0.06646529720953955,0,0.8016039999745317,-0.0107486554265515,0.13590511860550675,0.8622006896393066,-0.08986119968372608,0.1457305710625553,0.840613887036087,0.08259130838931843,0.6816185116767883,0.05853578820824623,0.5337258577346802,-0.03836085647344589,0.04634304717183113,-0.08957601338624954,0.9999998211860657
62,0.05688274844371617,0,1.0709350000013274,-0.004294173536367877,0.13749117907096026,0.867905155810818,-0.0884793671912963,0.14741783083712878,0.8345428614150578,0.09109735415122627,0.7072939276695251,0.041753340512514114,0.5410293340682983,-0.03317377343773842,0.044774267822504044,-0.10154835134744644,0.9999998807907104
63,0.04646346647658098,0,1.0647690000098464,0.002267096684185505,0.13878314676528147,0.8743115660405216,-0.087957249029686,0.1494249029352213,0.8281669055830909,0.10189705208006868,0.7107587456703186,-0.07833615690469742,0.6408210396766663,-0.013707559555768967,0.059406545013189316,-0.1050516739487648,0.999997615814209
64,0.04038536000712037,0,1.0010489999956462,0.00862780281231782,0.13975390009235597,0.8814529944411551,-0.088010723868404,0.14922830601913872,0.8290347100029918,0.11034693357826593,0.665671706199646,-0.1881827861070633,0.6454938054084778,0.012185689061880112,0.055677443742752075,-0.071260966360569,0.9999363422393799
65,0.03456512923213014,0,1.9297210000104315,0.015122721520132141,0.13988158503996287,0.8889575378259034,-0.0880423847253374,0.14911412169974064,0.8295064992377116,0.11942656684769863,0.6571122407913208,-0.20937934517860413,0.6383516788482666,0.016912905499339104,0.05359475687146187,-0.08767331391572952,0.9998604655265808
66,0.029231026601318457,0,0.9810759999879792,0.02188030358055163,0.13901789961108565,0.8965797772999575,-0.08805629850979001,0.1490614415363588,0.8297448621742907,0.1290497388351868,0.6360871195793152,-0.23967958986759186,0.6201397776603699,0.023076292127370834,0.04853355139493942,-0.10243402421474457,0.9995561242103577
67,0.0245210025705648,0,0.7987229999741885,0.028795212380365774,0.13725847878353145,0.90418469089726,-0.08806307264094292,0.14903578948842672,0.829862346030788,0.1389905564130594,0.6041426658630371,-0.27204787731170654,0.5932405591011047,0.03015078976750374,0.04135331138968468,-0.11497393250465393,0.9983024597167969
68,0.020482461380996686,0,0.9573320000129115,0.035718519995593064,0.1347518528468008,0.9116558765730474,-0.08806642882045378,0.14902311794614903,0.8299207370703727,0.1490201851778775,0.5671666860580444,-0.2953934967517853,0.5614773035049438,0.03478027507662773,0.035827867686748505,-0.11595083028078079,0.9930211305618286
69,0.01711562002982745,0,1.407599999993181,0.042458978478814274,0.13165251359625346,0.9188575554665135,-0.08806809163946042,0.14901684733122353,0.8299498633099405,0.158881760577885,0.5176693797111511,-0.3110211491584778,0.5207332968711853,0.037411656230688095,0.031989820301532745,-0.11088062822818756,0.9708829522132874
70,0.014366896140745123,0,1.0407389999897987,0.048847121721793715,0.12811662819092842,0.9256888637571321,-0.08806891513012867,0.1490137437750242,0.8299644106497154,0.16836229242228218,0.4634609520435333,-0.3203091621398926,0.47859135270118713,0.040104787796735764,0.02935892716050148,-0.10500188916921616,0.8837064504623413
71,0.01215050752453114,0,1.2560210000174266,0.054770151115293576,0.12429647404402897,0.9320924643809902,-0.08806932283552807,0.14901220783461547,0.8299716802088685,0.17732071896787377,0.4085122346878052,-0.324040025472641,0.4362340271472931,0.04312901198863983,0.027527229860424995,-0.09912485629320145,0.6122350096702576
72,0.010381803136221869,0,1.2142679999840311,0.060151297872321145,0.1203081232029525,0.9379998571716339,-0.08806952465542875,0.14901144776192013,0.8299753137598957,0.18564103816466518,0.35206136107444763,-0.32466796040534973,0.3886603116989136,0.04548132047057152,0.02616286277770996,-0.09099180996417999,0.07272414118051529
73,0.00898378269646819,0,0.9978490000150941,0.06493379400591673,0.11621066456123517,0.9433364607777176,-0.08806962455067724,0.14901107165198355,0.8299771301123187,0.19322590572754564,0.29696792364120483,-0.32309675216674805,0.33953145146369934,0.04531041532754898,0.026640407741069794,-0.07957205921411514,-0.4654276371002197
74,0.007894726470880698,0,1.0362369999938892,0.0690365087038399,0.11206442867623487,0.9480243469490534,-0.08806967399394151,0.1490108855448958,0.8299780381225951,0.19995580597864135,0.23730166256427765,-0.3166281282901764,0.28633248805999756,0.043975427746772766,0.029649799689650536,-0.06867825984954834,-0.8248576521873474
75,0.007051794799981026,0,0.7623420000015813,0.07248100976063346,0.10795222509681915,0.9520231450804546,-0.08806969846542444,0.14901079345648713,0.829978492055822,0.20580872984287443,0.18196958303451538,-0.3009706139564514,0.2284003496170044,0.04259636625647545,0.029358316212892532,-0.06158045679330826,-0.9636945724487305
76,0.006405736578496624,0,0.7605119999993804,0.07532584372436839,0.1039980862291521,0.9552964162651494,-0.08806971057723446,0.1490107478901708,0.829978718989178,0.21078133723337417,0.13160040974617004,-0.2798399031162262,0.16825304925441742,0.04209471121430397,0.0271113533526659,-0.05335063859820366,-0.993675172328949
77,0.005920448989026306,0,1.7627600000196253,0.07762650619650209,0.10023083432485229,0.9577898732202309,-0.0880697165717739,0.14901072534355878,0.8299788324398854,0.21487293490066678,0.08727690577507019,-0.2593587338924408,0.10387856513261795,0.03965482488274574,0.0237906351685524,-0.04645078256726265,-0.9988682270050049
78,0.005569549814234765,0,1.0169520000147259,0.07942659776535241,0.09664291917637571,0.9594513405215608,-0.08806971953866632,0.14901071418731862,0.8299788891574136,0.2180837406295071,0.04380210116505623,-0.23598292469978333,0.03421906754374504,0.037123903632164,0.018317535519599915,-0.047644078731536865,-0.9997868537902832
79,0.00534004459736851,0,0.9485050000250794,0.08072299050603682,0.09330720917185613,0.9602210982646179,-0.08806972100707719,0.14901070866712904,0.8299789175123023,0.22035626826366442,0.007371068466454744,-0.21057753264904022,-0.03449771925806999,0.03547435998916626,0.015822628512978554,-0.04926029220223427,-0.9999550580978394
80,0.005222889397224395,0,0.9729230000061762,0.0815292034489079,0.0903040814386223,0.9600587162568652,-0.0880697217338413,0.14901070593570012,0.829978931687818,0.2216551680798677,-0.02096950076520443,-0.18648335337638855,-0.09958887100219727,0.03495899587869644,0.015588639304041862,-0.04916837811470032,-0.9999890327453613
81,0.005206463486634905,0,1.0219589999849177,0.08188042500275591,0.08764655806369694,0.9590036629891302,-0.08806972209354064,0.14901070458417012,0.8299789387746133,0.22202700384158477,-0.04979308322072029,-0.16345393657684326,-0.16003645956516266,0.03421332687139511,0.01446644775569439,-0.048072900623083115,-0.9999969005584717
82,0.005279848261294951,0,0.920449000005874,0.08182401608039268,0.08530411476392326,0.9571373349933224,-0.08806972227156774,0.14901070391542373,0.8299789423175297,0.22156639785945337,-0.07816801965236664,-0.14145071804523468,-0.2165982574224472,0.03301021084189415,0.011371229775249958,-0.0482744500041008,-0.9999989867210388
83,0.005438864168977264,0,0.8006380000153968,0.08137860602272018,0.08326287210737161,0.954539411704492,-0.08806972235967929,0.14901070358452345,0.8299789440887471,0.22034251389187354,-0.10531315952539444,-0.12105750292539597,-0.26773926615715027,0.03197713941335678,0.008152387104928493,-0.04721105843782425,-0.9999996423721313
84,0.005670212013398169,0,0.7151230000204123,0.08062583432608492,0.08148252532343353,0.9513816043636857,-0.08806972240328868,0.14901070342079176,0.8299789449742357,0.21853341026994622,-0.11837981641292572,-0.10769683122634888,-0.2959986925125122,0.030667396262288094,0.006644462235271931,-0.04601392522454262,-0.9999997615814209
85,0.0059551366150176425,0,0.9089700000117773,0.07966713650262794,0.0799015177874515,0.9478778148175182,-0.08806972242487247,0.14901070333977623,0.8299789454169199,0.2163605249959178,-0.1265667825937271,-0.09951287508010864,-0.3088945150375366,0.029060019180178642,0.005506284534931183,-0.04414072632789612,-0.9999997615814209
86,0.0062825694412879775,0,1.0254020000104447,0.07853356770530191,0.07845603546952645,0.9441814392069379,-0.08806972243555505,0.1490107032996892,0.8299789456382319,0.21395519852458245,-0.13182120025157928,-0.09510243684053421,-0.312545508146286,0.027136480435729027,0.004964073188602924,-0.04207364097237587,-0.9999997615814209
87,0.006643703086630037,0,0.8915539999918565,0.0772601649165045,0.07710466531814122,0.9403989697552957,-0.08806972244084221,0.14901070327985388,0.829978945748873,0.2114167250964861,-0.13496802747249603,-0.09219517558813095,-0.31108391284942627,0.025241445749998093,0.004383508116006851,-0.0396897979080677,-0.9999996423721313
88,0.007031553107740241,0,0.7440610000060133,0.07588008895081111,0.0758210212060289,0.9366011934553377,-0.08806972244345904,0.14901070327003926,0.8299789458041859,0.20881708242150884,-0.13678337633609772,-0.090514175593853,-0.30622240900993347,0.023585865274071693,0.003706469899043441,-0.037422191351652145,-0.999999463558197
89,0.007440779746134785,0,0.921602999994775,0.07441559880473728,0.07458821568323763,0.9328376057000687,-0.08806972244475417,0.14901070326518287,0.8299789458318382,0.20620400139018535,-0.1380578875541687,-0.08895844221115112,-0.2987533211708069,0.02199012041091919,0.0031557853799313307,-0.03500685840845108,-0.9999991655349731
90,0.007867959159064209,0,1.0866089999979067,0.07287900986639516,0.07340133868926303,0.9291411270734364,-0.08806972244539521,0.1490107032627799,0.8299789458456625,0.20360355750780296,-0.13881859183311462,-0.08744606375694275,-0.28970569372177124,0.0206258837133646,0.0030226241797208786,-0.032588887959718704,-0.9999985694885254
